kanji,furigana,meaning,tags,guid,romaji
策,さく,"plan, policy",JLPT_1 JLPT JLPT_3,m7/9u%VJ!K,saku
設備,せつび,"equipment, device, facilities",JLPT JLPT_2 JLPT_3,LIo%jKRqQs,setsubi
絶滅,ぜつめつ,"destruction, extinction",JLPT JLPT_2 JLPT_3,io[YAo{Uu@,zetsumetsu
節約,せつやく,"economizing, saving",JLPT JLPT_2 JLPT_3,"HN*O,b6I.s",setsuyaku
攻める,せめる,"to attack, to assault",JLPT JLPT_2 JLPT_3,tc4C[W7HwN,semeru
責める,せめる,"to condemn, to blame, to criticize",JLPT JLPT_2 JLPT_3,h&^&{;rWzw,semeru
善,ぜん,"good, virtue",JLPT JLPT_2 JLPT_3,I+Wsd9&>8`,zen
全,ぜん,"all, whole, entire",JLPT JLPT_2 JLPT_3,"AlSQZeMOe,",zen
全員,ぜんいん,all members,JLPT JLPT_2 JLPT_3,sZoXHnMU/8,zen'in
専攻,せんこう,"major subject, special study",JLPT JLPT_2 JLPT_3,ya8a{Dc>vj,senkou
全国,ぜんこく,"the entire nation, country-wide, nation-wide",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,^t`okG[_.,zenkoku
洗剤,せんざい,detergent,JLPT JLPT_2 JLPT_3,L<+Y;nNWE2,senzai
先日,せんじつ,"the other day, a few days ago",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,u}70pX97Ud,senjitsu
前者,ぜんしゃ,the former,JLPT JLPT_2 JLPT_3,PvTkSo0mR<,zensha
選手,せんしゅ,player selected for a team (usually athletic),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,v.;e@CEJx|,senshu
全身,ぜんしん,"the whole body, full-length (portrait)",JLPT JLPT_2 JLPT_3,pwxE{6M)x(,zenshin
前進,ぜんしん,"advance, drive, progress",JLPT JLPT_2 JLPT_3,Bf[eOsL^b6,zenshin
センター,センター,center,JLPT JLPT_2 JLPT_3,CxiSJ@d^~:,sentaa
全体,ぜんたい,"whole, entirety, whatever (is the matter)",JLPT JLPT_2 JLPT_3,"P>z,++>r(]",zentai
選択,せんたく,"selection, choice",JLPT JLPT_2 JLPT_3,k:.P/+fPZu,sentaku
宣伝,せんでん,"advertisement, publicity",JLPT JLPT_2 JLPT_3,JC$lTUtjG[,senden
象,ぞう,elephant,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki,q&<afrju^O,zou
騒音,そうおん,noise,JLPT JLPT_2 JLPT_3,Nq>ZUuvl@9,souon
増加,ぞうか,"increase, addition",JLPT JLPT_2 JLPT_3,LCq]gC<#T),zouka
操作,そうさ,"operation, management, processing",JLPT JLPT_2 JLPT_3,"mJ]7X>,V`y",sousa
想像,そうぞう,"imagination, guess",JLPT JLPT_2 JLPT_3,k^1Z0>wFtS,souzou
相続,そうぞく,"succession, inheritance",JLPT JLPT_2 JLPT_3,gLl5L9nWQL,souzoku
装置,そうち,"equipment, installation, apparatus",JLPT JLPT_2 JLPT_3,QP$y~p+;R`,souchi
相当,そうとう,"considerably, fairly; worth ~",JLPT JLPT_2 JLPT_3,X|0~/xXGn,soutou
速度,そくど,"speed, velocity, rate",JLPT JLPT_2 JLPT_3,H;GE;N$A%],sokudo
底,そこ,"bottom, sole",JLPT JLPT_2 JLPT_3,E!a4:Hc]KR,soko
そこで,そこで,"so (conj.), accordingly",JLPT JLPT_2 JLPT_3,Q`8<U+}b2H,sokode
組織,そしき,organization; structure; tissue,JLPT JLPT_2 JLPT_3,zpGgl@h_Va,soshiki
そして,そして,and then,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,HVz1zz!rU*,soshite
注ぐ,そそぐ,to pour (into),JLPT JLPT_2 JLPT_3,O|qtLZv)ag,sosogu
育つ,そだつ,"to be brought up, to grow (up)",JLPT JLPT_2 JLPT_3,DVd%wrkTnE,sodatsu
そっくり,そっくり,the splitting image of; entirely,JLPT JLPT_2 JLPT_3,"il,5{T<Ci/",sokkuri
そっと,そっと,"softly, gently",JLPT JLPT_2 JLPT_3,dNlkAuY%B;,sotto
袖,そで,sleeve,JLPT JLPT_2 JLPT_3,qAnG-iHgN/,sode
備える,そなえる,"to prepare, to furnish, to store",JLPT JLPT_2 JLPT_3,nSf<nF|Wp=,sonaeru
具える,そなえる,to be furnished with,JLPT JLPT_2 JLPT_3,HK##7~;{8M,sonaeru
そのうえ,そのうえ,"in addition, furthermore",JLPT JLPT_2 JLPT_3,g4O`W+&@o;,sonoue
そのうち,そのうち,"before long, eventually, sooner or later",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,PuLL>@8)rT,sonouchi
そのまま,そのまま,"without change, as it is (e.g., now)",JLPT JLPT_2 JLPT_3,Ct<iM4(-qV,sonomama
蕎麦,そば,soba (buckwheat noodles),JLPT JLPT_2 JLPT_3,Bbh7N0fI`c,soba
ソファー,ソファー,"sofa, couch",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,z;bE4U6LP3,sofaa
粗末,そまつ,"humble, miserable, crude",JLPT JLPT_2 JLPT_3,j6Do>kVF89,somatsu
それぞれ,それぞれ,"each, every, respectively",JLPT JLPT_2 JLPT_3,IU/9u{#l]`,sorezore
それでも,それでも,"but (still), and yet, nevertheless",JLPT JLPT_2 JLPT_3,A4Ma6XxBkC,soredemo
それと,それと,and,JLPT JLPT_2 JLPT_3,qT%b.lO-Up,soreto
それとも,それとも,"or, or else",JLPT JLPT_2 JLPT_3,FIBH9OiuNP,soretomo
揃う,そろう,"to become complete, to be equal",JLPT JLPT_2 JLPT_3,eH+q6_0;;H,sorou
揃える,そろえる,"to put things in order, to arrange",JLPT JLPT_2 JLPT_3,"Hx^8k,vcgU",soroeru
損,そん,"loss, disadvantage",JLPT JLPT_2 JLPT_3,r5pYyEz*uG,son
損害,そんがい,"damage, loss",JLPT JLPT_2 JLPT_3,KNy-!0Msk~,songai
尊敬,そんけい,"respect, reverence, honor",JLPT JLPT_2 JLPT_3,nh_pmhy#.q,sonkei
存在,そんざい,"existence, being",JLPT JLPT_2 JLPT_3,Ah?vt+0Deq,sonzai
尊重,そんちょう,"respect, esteem, regard",JLPT JLPT_2 JLPT_3,h?{mP2f_-B,sonchou
田,た,rice field,JLPT JLPT_2 JLPT_3,"w7MwtWnKt,",ta
他,た,other (esp. places and things),JLPT JLPT_2 JLPT_3,P;is[6zAC!,ta
対,たい,"pair, couple, set",JLPT JLPT_2 JLPT_3,"Moj,JFB9!<",tai
大,だい,"big, great",JLPT JLPT_2 JLPT_3,LwTE(&7K+A,dai
題,だい,"title, subject, theme",JLPT JLPT_2 JLPT_3,F^XD~^:A@0,dai
体育,たいいく,"physical education, gymnastics, athletics",JLPT JLPT_2 JLPT_3,CYaFjR7lk/,taiiku
体温,たいおん,temperature (body),JLPT JLPT_2 JLPT_3,JV$<Rwhu{y,taion
大会,たいかい,"convention, (big) tournament, mass meeting",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,qPbid=y~O&,taikai
大気,たいき,atmosphere,JLPT JLPT_2 JLPT_3,"Hhm(,tKo;q",taiki
代金,だいきん,"price, cost",JLPT JLPT_2 JLPT_3,d6Cwm*}ZjB,daikin
退屈,たいくつ,"tedium, boring",JLPT JLPT_2 JLPT_3,F(8G#=fSzj,taikutsu
滞在,たいざい,"stay, sojourn",JLPT JLPT_2 JLPT_3,bk>r|^ok!J,taizai
大使,たいし,ambassador,JLPT JLPT_2 JLPT_3,zN!*9mGhu4,taishi
大した,たいした,"significant, great, considerable",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,oM^M6iE>L5,taishita
体重,たいじゅう,(body) weight,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,t`1!Oqj**T,taijuu
対象,たいしょう,"target; object (of worship, study, etc.); subject (i.e., of taxation)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,"p^#)B+1eX,",taishou
対照,たいしょう,"contrast, antithesis, comparison",JLPT JLPT_2 JLPT_3,n>fKKV=_7/,taishou
大臣,だいじん,cabinet minister,JLPT JLPT_2 JLPT_3,Ob3O=(AH>h,daijin
対する,たいする,"to face, to confront, to oppose",JLPT JLPT_2 JLPT_3,ybI4-s}gla,taisuru
大戦,たいせん,"great war, great battle",JLPT JLPT_2 JLPT_3,f`t4(w295-,taisen
態度,たいど,"attitude, manner",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,CRe5#!Zg2,taido
大統領,だいとうりょう,president,JLPT JLPT_2 JLPT_3,mQ?{N?L_2<,daitouryou
大半,たいはん,"most of, majority, mostly",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,L@eG[f#yFA,taihan
代表,だいひょう,"representative, delegation",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,[cqqR!>%Z,daihyou
大部分,だいぶぶん,"most part, majority",JLPT JLPT_2 JLPT_3,xCOUr6=j:7,daibubun
タイプライター,タイプライター,typewriter,JLPT JLPT_2 JLPT_3,wfroZ+;inq,taipuraitaa
逮捕,たいほ,"arrest, apprehension, capture",JLPT JLPT_2 JLPT_3,"mP*P.Zr^,5",taiho
題名,だいめい,title,JLPT JLPT_2 JLPT_3,x5M%%Ua514,daimei
ダイヤ,ダイヤ,(railway) schedule; diamond,JLPT JLPT_2 JLPT_3,u65Ybwgo>d,daiya
太陽,たいよう,sun,JLPT JLPT_2 JLPT_3,Ods5M>&o#p,taiyou
平ら,たいら,"flatness, level, smooth",JLPT JLPT_2 JLPT_3,CCHa|.m;y*,taira
代理,だいり,"representation, proxy, deputy",JLPT JLPT_2 JLPT_3,`LJ^*Zc6.,dairi
大陸,たいりく,continent,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,"j9v8D@q,-`",tairiku
倒す,たおす,"to throw down, to beat",JLPT JLPT_2 JLPT_3,O)2K@u<S75,taosu
タオル,タオル,(hand) towel,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,wEC@Qp%tX#,taoru
だが,だが,"but, however",JLPT JLPT_2 JLPT_3,yVQqFsidK:,daga
互い,たがい,"mutual, each other",JLPT JLPT_2 JLPT_3,"A/w*RxK,aS",tagai
高める,たかめる,"to raise, to lift, to boost",JLPT JLPT_2 JLPT_3,k95gRhn5$b,takameru
宝,たから,treasure,JLPT JLPT_2 JLPT_3,"Ms,V*:XqhK",takara
宅,たく,"house, home",JLPT JLPT_2 JLPT_3,NDCW+QVEo*,taku
炊く,たく,"to boil, to cook",JLPT JLPT_2 JLPT_3,nMc=w-?iw5,taku
焚く,たく,"to burn, to kindle, to build a fire",JLPT JLPT_2 JLPT_3,Dg<UbH>Qcm,taku
抱く,だく,"to embrace, to hug",JLPT JLPT_2 JLPT_3,KKtZ{u;?<t,daku
だけど,だけど,however,JLPT JLPT_2 JLPT_3,B]!P5f2EJ8,dakedo
たしか,たしか,"certain, sure, if I remember correctly",JLPT JLPT_2 JLPT_3,Ai@Savd_m@,tashika
確かめる,たしかめる,"to ascertain, to make sure",JLPT JLPT_2 JLPT_3,zRU$$MH{a;,tashikameru
多少,たしょう,a little (same as 少し (すこし)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,Lr;d$E?/U|,tashou
助かる,たすかる,to be saved; (something) helps (v.i.),JLPT Intermediate_Japanese Genki_Ln.18 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4 Genki,xVSsgH{D[a,tasukaru
助ける,たすける,"to help (v.t.), to save, to rescue",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.22 Intermediate_Japanese_Ln.3,l/GW}?_@LC,tasukeru
ただ,ただ,free of charge; just (~); only (~),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9 Genki_Ln.23 Genki,FnqECB)M9z,tada
只,ただ,"free of charge, mere, only",JLPT JLPT_2 JLPT_3,t3-MU5x.ml,tada
唯,ただ,"mere, sole, plain",JLPT JLPT_2 JLPT_3,F%qA~M)1]b,tada
戦い,たたかい,"battle, fight",JLPT JLPT_2 JLPT_3,q9<05fFYz,tatakai
戦う,たたかう,"to fight, to compete, to battle",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,Bby>Z<O$Cf,tatakau
叩く,たたく,"to strike, to beat",JLPT JLPT_2 JLPT_3,qn)FIw6-x/,tataku
直ちに,ただちに,"at once, immediately",JLPT JLPT_2 JLPT_3,K6vcg?:lAW,tadachini
畳む,たたむ,to fold (clothes),JLPT JLPT_2 JLPT_3,rkct5mr//(,tatamu
立ち上がる,たちあがる,to stand up,JLPT JLPT_2 JLPT_3,HlZc:`g<19,tachiagaru
立場,たちば,"standpoint, position, situation",JLPT JLPT_2 JLPT_3,m+%3thjJjg,tachiba
建つ,たつ,"to stand; to be built (v.i.), to erect, to be erected",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,n<i_4fThiw,tatsu
経つ,たつ,(time) passes,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,"r,N`cWnW^X",tatsu
達する,たっする,"to reach, to get to",JLPT JLPT_2 JLPT_3,wK1Ias[)#c,tassuru
唯,たった,"only, just",JLPT JLPT_2 JLPT_3,uOH:v;n@##,tatta
だって,だって,"but, because, even",JLPT JLPT_2 JLPT_3,EX/P_yzE.A,datte
たっぷり,たっぷり,"full, in plenty, ample",JLPT JLPT_2 JLPT_3,m+yv?z5be0,tappuri
たとえ,たとえ,"even if, no matter, though",JLPT JLPT_2 JLPT_3,hFX[Llvj7<,tatoe
谷,たに,valley,JLPT JLPT_2 JLPT_3,hcMe_RS(U*,tani
他人,たにん,"unrelated person, stranger",JLPT JLPT_2 JLPT_3,hCa*aP>NLK,tanin
種,たね,seed; material; cause,JLPT JLPT_2 JLPT_3,q$QKyzwhUV,tane
束,たば,"bunch, bundle",JLPT JLPT_2 JLPT_3,HpG5d&jd4^,taba
足袋,たび,Japanese socks (with split toe),JLPT JLPT_2 JLPT_3,bhqtwW<taj,tabi
度,たび,counter for occurrences,JLPT JLPT_2 JLPT_3,c~q$.~Py-+,tabi
旅,たび,"travel, trip, journey",JLPT JLPT_2 JLPT_3,AP3&ju<[do,tabi
たびたび,たびたび,"often, repeatedly, frequently",JLPT JLPT_2 JLPT_3,N_zxk]NfeP,tabitabi
玉,たま,"ball, sphere, coin",JLPT JLPT_2 JLPT_3,kel|c(YKw~,tama
球,たま,"globe, sphere, ball",JLPT JLPT_2 JLPT_3,"IL5}@,L(HU",tama
弾,たま,"bullet, shot",JLPT JLPT_2 JLPT_3,t`CC/|.iog,tama
偶,たま,"even number, couple, friend",JLPT JLPT_2 JLPT_3,H%.6|y[Mxx,tama
騙す,だます,"to trick, to cheat, to deceive",JLPT JLPT_2 JLPT_3,Lk)a>8:jDg,damasu
偶々,たまたま,"unexpectedly, accidentally, by chance",JLPT JLPT_2 JLPT_3,JUx|gK)1.9,tamatama
たまらない,たまらない,"intolerable, unbearable, unendurable",JLPT JLPT_2 JLPT_3,l`8q_oGHnv,tamaranai
溜まる,たまる,"to collect, to gather, to accumulate",JLPT JLPT_2 JLPT_3,vB$#wF*|#8,tamaru
黙る,だまる,to be silent,JLPT JLPT_2 JLPT_3,s)emL*qV&),damaru
試し,ためし,"trial, test",JLPT JLPT_2 JLPT_3,qBNYe=mSa8,tameshi
試す,ためす,"to attempt, to test",JLPT JLPT_2 JLPT_3,OHz{.@pYIY,tamesu
溜める,ためる,"to accumulate, to collect",JLPT JLPT_2 JLPT_3,I-!#mDL3^x,tameru
便り,たより,"news, correspondence, letter",JLPT JLPT_2 JLPT_3,gbz0bmQQdz,tayori
頼る,たよる,"to rely on, to have recourse to, to depend on",JLPT JLPT_2 JLPT_3,Cpd=G;du6L,tayoru
段,だん,"step, stair, grade",JLPT JLPT_2 JLPT_3,CK0>fzUr{x,dan
単位,たんい,"credit (for a course in school); unit, denomination",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,ddo&;VY0jx,tan'i
単語,たんご,word; vocabulary,JLPT JLPT_3 JLPT_2 Genki_Ln.9 Genki,v$Mi}v}l@p,tango
男子,だんし,young man,JLPT JLPT_2 JLPT_3,o|;<c@[|f3,danshi
単純,たんじゅん,simplicity,JLPT JLPT_2 JLPT_3,c0+aDZX4Q5,tanjun
誕生,たんじょう,birth,JLPT JLPT_2 JLPT_3,dP`<<G(e41,tanjou
ダンス,ダンス,dance,JLPT JLPT_2 JLPT_3,euR|T?GwM~,dansu
団体,だんたい,"organization, association",JLPT JLPT_2 JLPT_3,N[4TY72XQk,dantai
担当,たんとう,(in) charge,JLPT JLPT_2 JLPT_3,eVQE*ebssb,tantou
単なる,たんなる,"mere, simple, sheer",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,bCE(TsI6rY,tannaru
単に,たんに,"simply, merely",JLPT JLPT_2 JLPT_3,ndj9zxLbCH,tanni
地,ち,earth,JLPT JLPT_2 JLPT_3,o?b;2k}iDx,chi
地位,ちい,"(social) position, status",JLPT JLPT_2 JLPT_3,PA:U(:c/cc,chii
地域,ちいき,"area, region",JLPT JLPT_2 JLPT_3,kp_^FvzmU=,chiiki
チーズ,チーズ,cheese,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,v`l$a/$V*R,chiizu
チーム,チーム,team,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,zOpx4Q5dSu,chiimu
知恵,ちえ,"wisdom, wit, intelligence",JLPT JLPT_2 JLPT_3,jp9hTe)yc?,chie
地下,ちか,"basement, underground",JLPT JLPT_2 JLPT_3,I;*P_Q7^ak,chika
違い,ちがい,"difference, discrepancy",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,E&4b+:J$~A,chigai
違いない,ちがいない,"(phrase) sure, no mistaking it, for certain",JLPT JLPT_2 JLPT_3,hLl(I;+k]7,chigainai
近頃,ちかごろ,"lately, recently, nowadays",JLPT JLPT_2 JLPT_3,f(L:7>]T]*,chikagoro
地球,ちきゅう,the earth,JLPT JLPT_2 JLPT_3,qL[iG:?A.4,chikyuu
地区,ちく,"district, section",JLPT JLPT_2 JLPT_3,f^*Mzp$yP!,chiku
遅刻,ちこく,"lateness, late coming",JLPT JLPT_2 JLPT_3,BI&hsIsXx!,chikoku
知事,ちじ,prefectural governor,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,ISq?4C~q1c,chiji
知識,ちしき,"knowledge, information",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,JB`8NU-%cx,chishiki
父親,ちちおや,father,JLPT JLPT_2 JLPT_3,x^b@}}_x/I,chichioya
知能,ちのう,"intelligence, brains",JLPT JLPT_2 JLPT_3,s0*$SOLx]G,chinou
地平線,ちへいせん,horizon,JLPT JLPT_2 JLPT_3,K*ilXC|Xu$,chiheisen
地方,ちほう,"area, locality, region",JLPT JLPT_2 JLPT_3,"z)]^*l}=r,",chihou
茶,ちゃ,tea,JLPT JLPT_2 JLPT_3,"fMCQ,=~B@s",cha
チャンス,チャンス,"chance, opportunity",JLPT JLPT_2 JLPT_3,m8a~R)2L&s,chansu
ちゃんと,ちゃんと,"perfectly, properly, exactly",JLPT JLPT_2 JLPT_3,fb]dH3uhx1,chanto
中,ちゅう,"inside, middle, among",JLPT JLPT_2 JLPT_3,giNr]3xbMq,chuu
注,ちゅう,"annotation, explanatory note",JLPT JLPT_2 JLPT_3,ewit4l?.v2,chuu
中央,ちゅうおう,"central, center, middle",JLPT JLPT_2 JLPT_3,hbJS=^3J3d,chuuou
中学,ちゅうがく,"middle school, junior high school",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,BDc+1/~Gst,chuugaku
中古,ちゅうこ,"used, second-hand",JLPT JLPT_2 JLPT_3,oGNXy5VYfH,chuuko
中止,ちゅうし,"suspension, stoppage, discontinuance",JLPT JLPT_2 JLPT_3,blGv@A}r>*,chuushi
駐車,ちゅうしゃ,"parking (e.g., car)",JLPT JLPT_2 JLPT_3,r:>>eJ5z0v,chuusha
昼食,ちゅうしょく,lunch (same as 昼ご飯 (ひるごはん)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6,Ce&bm$.+x},chuushoku
中心,ちゅうしん,"center, core",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,qN$B1x]6v4,chuushin
注目,ちゅうもく,"notice, attention, observation",JLPT JLPT_2 JLPT_3,D//womH([Q,chuumoku
注文,ちゅうもん,"order, request",JLPT JLPT_2 JLPT_3,"s6G1Y@{fM,",chuumon
長期,ちょうき,long time period,JLPT JLPT_2 JLPT_3,c8O%1yU]YR,chouki
調査,ちょうさ,survey; investigation,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,d$M#lyGTF?,chousa
調子,ちょうし,"condition, state, tune, tone",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,"d]P8,Fg)ha",choushi
頂上,ちょうじょう,"top, summit, peak",JLPT JLPT_2 JLPT_3,dQdf#E1ni7,choujou
ちょうだい,ちょうだい,-- colloquial form of ください; typically used by children or women --,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,o/CK30c)[2,choudai
貯金,ちょきん,(bank) savings,JLPT JLPT_2 JLPT_3,Qk=_]>V~E6,chokin
直接,ちょくせつ,"direct, immediate, firsthand",JLPT JLPT_2 JLPT_3,s&G:wJLBgj,chokusetsu
著者,ちょしゃ,"author, writer",JLPT JLPT_2 JLPT_3,f3<v-734W$,chosha
散らす,ちらす,"to scatter, to disperse, to distribute",JLPT JLPT_2 JLPT_3,vw$z+tJyr%,chirasu
散る,ちる,"to fall, to scatter (e.g., blossoms)",JLPT JLPT_2 JLPT_3,J2:m]+werC,chiru
遂に,ついに,"finally, at last",JLPT JLPT_2 JLPT_3,nxB*ZCg|Xk,tsuini
通過,つうか,"passage through, passing",JLPT JLPT_2 JLPT_3,ph$_=yR?BI,tsuuka
通貨,つうか,currency,JLPT JLPT_2 JLPT_3,/j4TmH~2},tsuuka
通学,つうがく,commuting to school,JLPT JLPT_2 JLPT_3,J:l]_|3w@r,tsuugaku
通勤,つうきん,commuting to work,JLPT JLPT_2 JLPT_3,e/9Ql]v_wl,tsuukin
通行,つうこう,"passage, passing",JLPT JLPT_2 JLPT_3,c^6[uEL+8F,tsuukou
通じる,つうじる,"to run to, to lead to, to communicate",JLPT JLPT_2 JLPT_3,t0;rVhq2PA,tsuujiru
通信,つうしん,"correspondence, communications",JLPT JLPT_2 JLPT_3,jbQzL}efHR,tsuushin
通訳,つうやく,interpretation; interpreter,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,A:!.K&=/gb,tsuuyaku
捕まる,つかまる,to be arrested; to be caught,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,zje2ssH%h&,tsukamaru
掴む,つかむ,"to seize, to catch, to grasp",JLPT JLPT_2 JLPT_3,AX[XflD{[A,tsukamu
疲れ,つかれ,"tiredness, fatigue",JLPT JLPT_2 JLPT_3,il1GiN=]{4,tsukare
付き合い,つきあい,socialization; friendship; association,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,y]4O/.LN};,tsukiai
付合う,つきあう,"to associate with, to keep company with, to get on with",JLPT JLPT_2 JLPT_3,comK`lsMXR,tsukiau
次々,つぎつぎ,"in succession, one by one",JLPT JLPT_2 JLPT_3,tMy_Cz-rgH,tsugitsugi
付く,つく,"to adjoin, to be attached, to adhere",JLPT JLPT_2 JLPT_3,CCTf>ERIuq,tsuku
就く,つく,"to settle in (place), to take (seat position), to study (under teacher)",JLPT JLPT_2 JLPT_3,f$o&/[vj_J,tsuku
突く,つく,"to thrust, to strike; to poke",JLPT JLPT_2 JLPT_3,deUV5De}4o,tsuku
次ぐ,つぐ,"to rank next to, to come after",JLPT JLPT_2 JLPT_3,lPJSJa%iEy,tsugu
注ぐ,つぐ,to pour (into),JLPT JLPT_2 JLPT_3,H]>=HALt|h,tsugu
付ける,つける,"to attach, to join, to add",JLPT JLPT_2 JLPT_3,COK~n$@s;+,tsukeru
着ける,つける,"to put on, to wear; to draw up",JLPT JLPT_2 JLPT_3,xK/@QFUs`+,tsukeru
伝わる,つたわる,"to be handed down, to be transmitted",JLPT JLPT_2 JLPT_3,I(SdOHy)n4,tsutawaru
土,つち,"earth, soil",JLPT JLPT_2 JLPT_3,b0C;E+y*OO,tsuchi
続き,つづき,"sequel, continuation",JLPT JLPT_2 JLPT_3,DOx[F]Tq]~,tsuzuki
包み,つつみ,"bundle, package",JLPT JLPT_2 JLPT_3,"A$,U3V5z/a",tsutsumi
勤め,つとめ,"work, employment",JLPT JLPT_2 JLPT_3,jyI}</P9|V,tsutome
務め,つとめ,duty,JLPT JLPT_2 JLPT_3,HBnD=Z&jL.,tsutome
繋がる,つながる,"to be connected to, to be related to",JLPT JLPT_2 JLPT_3,o>5Zj80/>t,tsunagaru
繋ぐ,つなぐ,"to tie, to fasten, to connect",JLPT JLPT_2 JLPT_3,dvYDG|g:)z,tsunagu
繋げる,つなげる,to connect,JLPT JLPT_2 JLPT_3,CaP($Be11=,tsunageru
常に,つねに,always (same as いつも) (written expression),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,"bxwo]l,au.",tsuneni
翼,つばさ,wings,JLPT JLPT_2 JLPT_3,h7J%]@@_.i,tsubasa
つまり,つまり,namely; in other words; in short,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,Qct:$c#r&I,tsumari
罪,つみ,"crime, fault, indiscretion",JLPT JLPT_2 JLPT_3,MgWjvX`Yu],tsumi
積む,つむ,"to pile up, to stack",JLPT JLPT_2 JLPT_3,"j$?]*}X8^,",tsumu
詰める,つめる,"to pack, to shorten, to work out (details)",JLPT JLPT_2 JLPT_3,r`t;z%W._9,tsumeru
積もる,つもる,to pile up,JLPT JLPT_2 JLPT_3,B|7C=u@tnY,tsumoru
梅雨,つゆ,rainy season,JLPT JLPT_2 JLPT_3,Kq1aO&o3e~,tsuyu
辛い,つらい,"painful, heart-breaking",JLPT JLPT_2 JLPT_3,x#3!zMZ{Ua,tsurai
釣,つり,fishing,JLPT JLPT_2 JLPT_3,hp*Ne3T*|9,tsuri
連れ,つれ,"companion, company",JLPT JLPT_2 JLPT_3,"M#vEpHbV,1",tsure
出,で,"outflow, coming (going) out, graduate (of)",JLPT JLPT_2 JLPT_3,w{EtNFmA(5,de
出会い,であい,"meeting, rendezvous, encounter",JLPT JLPT_2 JLPT_3,d]*3#}qvAo,deai
出合い,であい,an encounter,JLPT JLPT_2 JLPT_3,NNhd{.G%>},deai
出会う,であう,"to meet by chance, to come across, to happen to encounter",JLPT JLPT_2 JLPT_3,OTct<~-|UE,deau
提案,ていあん,"proposal, proposition, suggestion",JLPT JLPT_2 JLPT_3,"iGm7,)MoHt",teian
定期,ていき,fixed term,JLPT JLPT_2 JLPT_3,A!sHO/~:s^,teiki
抵抗,ていこう,"resistance, opposition",JLPT JLPT_2 JLPT_3,N(w.Tb~N=E,teikou
